date,Mkt-RF,SMB,HML,RMW,CMA,RF
1998-02-28,7.04,0.05,-0.93,-0.37,-2.58,0.39
1998-03-31,4.76,-0.73,1.38,-0.55,-0.23,0.39
1998-04-30,0.74,0.01,1.03,-1.68,-0.36,0.43
1998-05-31,-3.05,-3.0,3.41,1.03,2.47,0.4
1998-06-30,3.21,-3.61,-2.03,-0.26,-3.03,0.41
1998-07-31,-2.42,-5.2,-1.83,1.64,0.76,0.4
1998-08-31,-16.05,-4.97,3.57,3.35,5.78,0.43
1998-09-30,6.19,-0.89,-3.51,-1.84,-2.84,0.46
1998-10-31,6.98,-3.36,-2.33,0.88,0.18,0.32
1998-11-30,6.07,0.76,-3.24,-0.92,-0.92,0.31
1998-12-31,6.15,-1.5,-4.25,-0.69,-3.26,0.38
1999-01-31,3.47,-0.82,-4.46,-2.8,-6.41,0.35
1999-02-28,-4.08,-5.15,1.95,-1.23,4.08,0.35
1999-03-31,3.48,-4.37,-2.61,-4.05,-1.07,0.43
1999-04-30,4.34,4.52,2.4,-2.47,0.84,0.37
1999-05-31,-2.46,3.75,2.49,0.95,3.18,0.34
1999-06-30,4.77,2.34,-3.22,0.93,-2.91,0.4
1999-07-31,-3.49,2.54,-0.18,0.29,3.27,0.38
1999-08-31,-1.37,-1.67,-1.93,-0.24,0.72,0.39
1999-09-30,-2.77,2.48,-2.9,-0.96,-0.99,0.39
1999-10-31,6.09,-7.13,-2.88,-1.75,-0.87,0.39
1999-11-30,3.41,5.69,-5.65,-4.18,-1.84,0.36
1999-12-31,7.66,5.1,-7.66,-8.0,-5.87,0.44
2000-01-31,-4.74,4.21,-1.12,-6.15,4.56,0.41
2000-02-29,2.45,18.46,-9.77,-18.95,-1.13,0.43
2000-03-31,5.21,-15.54,8.5,11.65,-1.2,0.47
2000-04-30,-6.35,-4.75,6.45,8.07,5.63,0.46
2000-05-31,-4.39,-3.86,4.59,4.05,1.47,0.5
2000-06-30,4.68,9.95,-8.04,-8.31,-3.17,0.4
2000-07-31,-2.48,-0.94,8.06,5.72,2.98,0.48
2000-08-31,7.03,-0.95,-1.37,-3.06,1.21,0.5
2000-09-30,-5.44,0.27,7.24,2.7,5.54,0.51
2000-10-31,-2.78,-2.58,5.58,9.54,3.71,0.56
2000-11-30,-10.7,-0.35,12.24,13.05,8.35,0.51
2000-12-31,1.18,3.26,7.55,1.92,4.82,0.5
2001-01-31,3.25,5.23,-5.05,-5.2,-5.21,0.54
2001-02-28,-10.03,2.87,12.23,9.12,9.01,0.38
2001-03-31,-7.25,2.33,6.47,3.34,3.72,0.42
2001-04-30,7.94,-0.88,-4.64,-3.18,-3.19,0.39
2001-05-31,0.68,3.55,3.38,0.29,1.95,0.32
2001-06-30,-1.94,6.69,-1.26,1.57,-1.67,0.28
2001-07-31,-2.13,-2.86,4.95,7.29,2.9,0.3
2001-08-31,-6.4,2.54,2.86,3.81,6.53,0.31
2001-09-30,-9.24,-5.74,1.52,5.03,3.35,0.28
2001-10-31,2.48,5.34,-7.31,-2.98,-4.36,0.22
2001-11-30,7.53,-0.36,2.17,-3.49,-1.68,0.17
2001-12-31,1.61,5.11,0.83,0.26,-0.28,0.15
2002-01-31,-1.44,1.28,3.42,4.73,2.83,0.14
2002-02-28,-2.28,-0.38,2.34,8.03,5.1,0.13
2002-03-31,4.24,4.15,1.08,-1.83,0.66,0.13
2002-04-30,-5.21,6.63,4.01,4.59,5.35,0.15
2002-05-31,-1.36,-3.07,1.52,2.31,2.53,0.14
2002-06-30,-7.23,3.76,0.37,3.92,2.66,0.13
2002-07-31,-8.19,-6.33,-3.51,3.84,-1.1,0.15
2002-08-31,0.5,-1.28,3.01,1.37,-1.4,0.14
2002-09-30,-10.34,3.05,1.26,3.29,-2.29,0.14
2002-10-31,7.84,-4.29,-3.76,-3.16,0.73,0.14
2002-11-30,5.96,2.94,-1.16,-9.25,5.16,0.12
2002-12-31,-5.76,0.55,2.11,6.32,-1.79,0.11
2003-01-31,-2.57,0.71,-0.79,-0.93,0.69,0.1
2003-02-28,-1.88,-0.87,-1.36,0.79,-0.68,0.09
2003-03-31,1.09,0.77,-2.11,1.68,-0.81,0.1
2003-04-30,8.18,1.14,1.22,-4.68,0.98,0.1
2003-05-31,6.05,4.78,0.7,-6.94,3.07,0.09
2003-06-30,1.42,1.65,0.14,0.44,-0.4,0.1
2003-07-31,2.33,4.4,-1.53,-3.89,1.52,0.07
2003-08-31,2.33,2.37,1.64,-2.29,2.15,0.07
2003-09-30,-1.24,0.57,0.14,0.9,0.41,0.08
2003-10-31,6.08,2.63,2.21,-1.38,1.65,0.07
2003-11-30,1.35,2.31,1.72,0.21,1.68,0.07
2003-12-31,4.29,-2.51,1.51,0.57,0.85,0.08
2004-01-31,2.15,2.46,2.42,-3.6,3.33,0.07
2004-02-29,1.4,-0.92,0.95,2.13,-1.17,0.06
2004-03-31,-1.32,2.11,0.23,1.65,-0.98,0.09
2004-04-30,-1.82,-2.06,-3.23,3.46,-2.83,0.08
2004-05-31,1.18,-0.4,-0.18,-1.17,0.01,0.06
2004-06-30,1.86,2.52,1.21,1.12,-0.31,0.08
2004-07-31,-4.04,-2.92,3.22,5.21,-1.68,0.1
2004-08-31,0.08,-1.18,1.08,1.21,-1.35,0.11
2004-09-30,1.6,3.22,-0.05,-1.49,-1.72,0.11
2004-10-31,1.42,0.15,-0.26,-0.53,0.41,0.11
2004-11-30,4.53,4.12,1.57,-0.52,-0.18,0.15
2004-12-31,3.41,-0.04,-0.23,-1.07,0.39,0.16
2005-01-31,-2.75,-1.11,2.06,2.8,-1.41,0.16
2005-02-28,1.88,-0.3,1.41,1.32,-0.21,0.16
2005-03-31,-1.93,-1.41,2.07,0.44,1.34,0.21
2005-04-30,-2.6,-3.97,0.05,0.97,-0.85,0.21
2005-05-31,3.65,2.76,-0.58,-1.02,0.28,0.24
2005-06-30,0.58,3.26,2.8,0.87,-0.52,0.23
2005-07-31,3.92,2.76,-0.78,-1.19,-0.78,0.24
2005-08-31,-1.2,-0.94,1.34,-1.96,0.38,0.3
2005-09-30,0.48,-0.31,0.78,0.26,-0.61,0.29
2005-10-31,-2.04,-1.5,0.43,-0.7,-1.26,0.27
2005-11-30,3.61,0.9,-1.19,-0.79,-1.09,0.31
2005-12-31,-0.24,-0.25,0.15,0.18,0.2,0.32
2006-01-31,3.03,5.83,0.99,-0.66,-0.35,0.35
2006-02-28,-0.3,-0.46,-0.31,-0.54,1.98,0.34
2006-03-31,1.47,3.34,0.61,0.03,-0.44,0.37
2006-04-30,0.73,-0.79,2.26,1.74,-0.13,0.36
2006-05-31,-3.56,-2.9,2.38,0.87,1.53,0.43
2006-06-30,-0.34,-0.24,0.85,1.32,-0.13,0.4
2006-07-31,-0.77,-3.6,2.62,1.63,0.84,0.4
2006-08-31,2.03,0.45,-1.95,-1.81,2.14,0.42
2006-09-30,1.84,-1.39,0.06,0.78,0.46,0.41
2006-10-31,3.22,1.98,-0.33,-0.11,0.32,0.41
2006-11-30,1.7,0.63,0.04,0.2,-0.8,0.42
2006-12-31,0.85,-0.81,2.74,-0.65,1.88,0.4
2007-01-31,1.38,0.02,-0.68,0.19,0.4,0.44
2007-02-28,-1.96,1.33,-0.08,-0.52,-0.66,0.38
2007-03-31,0.71,0.14,-0.88,0.55,-0.67,0.43
2007-04-30,3.49,-2.08,-1.44,1.18,1.01,0.44
2007-05-31,3.24,0.33,-0.59,1.47,-1.26,0.41
2007-06-30,-1.96,0.7,-1.05,0.49,0.06,0.4
2007-07-31,-3.72,-3.05,-3.68,0.26,-1.16,0.4
2007-08-31,0.94,-0.33,-1.87,-1.27,-0.57,0.42
2007-09-30,3.22,-2.44,-2.17,-0.49,-2.94,0.32
2007-10-31,1.79,-0.03,-2.87,-0.33,0.06,0.32
2007-11-30,-4.8,-2.91,-1.09,1.75,-0.36,0.34
2007-12-31,-0.87,0.18,-0.51,0.9,-1.07,0.27
2008-01-31,-6.32,-0.63,4.0,2.12,2.06,0.21
2008-02-29,-3.09,-0.64,-0.72,1.07,-0.97,0.13
2008-03-31,-0.94,0.59,0.31,0.89,0.47,0.17
2008-04-30,4.61,-1.16,-0.96,1.81,-2.56,0.18
2008-05-31,1.87,3.04,-1.5,0.92,0.14,0.18
2008-06-30,-8.43,1.16,-2.51,4.98,-0.69,0.17
2008-07-31,-0.75,3.71,5.2,-1.36,0.99,0.15
2008-08-31,1.53,3.28,1.52,1.83,0.66,0.13
2008-09-30,-9.35,0.38,5.66,2.4,1.7,0.15
2008-10-31,-17.2,-3.06,-1.89,2.73,1.38,0.08
2008-11-30,-7.74,-4.0,-6.21,4.67,2.39,0.03
2008-12-31,1.77,3.33,0.05,0.03,-1.52,0.0
2009-01-31,-8.09,-2.09,-11.02,0.0,-1.16,0.0
2009-02-28,-10.14,-1.17,-6.6,1.01,-0.62,0.01
2009-03-31,9.01,0.59,3.48,-2.58,-2.0,0.02
2009-04-30,10.17,7.14,5.38,1.34,0.5,0.01
2009-05-31,5.2,-2.24,0.41,-0.81,-1.99,0.0
2009-06-30,0.42,2.27,-2.76,-1.41,-0.37,0.01
2009-07-31,7.74,2.31,4.89,-0.26,3.08,0.01
2009-08-31,3.33,-0.1,7.6,-2.85,3.3,0.01
2009-09-30,4.08,2.72,1.15,1.15,0.34,0.01
2009-10-31,-2.55,-4.85,-4.17,4.22,-1.48,0.0
2009-11-30,5.58,-2.76,-0.33,0.9,0.0,0.0
2009-12-31,2.74,6.14,-0.11,0.71,-0.09,0.01
2010-01-31,-3.35,0.4,0.33,-1.08,0.51,0.0
2010-02-28,3.39,1.49,3.18,-0.29,1.42,0.0
2010-03-31,6.3,1.83,2.19,-0.61,1.74,0.01
2010-04-30,2.0,4.96,2.96,0.61,1.75,0.01
2010-05-31,-7.9,0.08,-2.48,1.3,-0.24,0.01
2010-06-30,-5.57,-2.42,-4.73,-0.1,-1.58,0.01
2010-07-31,6.92,0.04,-0.5,0.17,2.02,0.01
2010-08-31,-4.77,-3.06,-1.73,0.6,-1.6,0.01
2010-09-30,9.55,3.65,-3.02,-0.19,0.38,0.01
2010-10-31,3.87,0.73,-2.46,1.28,-0.38,0.01
2010-11-30,0.59,3.54,-0.9,0.32,1.79,0.01
2010-12-31,6.82,0.97,3.56,-3.42,3.17,0.01
2011-01-31,1.98,-2.31,0.61,-0.64,0.81,0.01
2011-02-28,3.48,1.65,1.18,-1.83,0.84,0.01
2011-03-31,0.46,2.56,-1.84,1.73,-0.07,0.01
2011-04-30,2.9,-0.53,-2.44,1.12,-0.86,0.0
2011-05-31,-1.27,-0.72,-1.85,1.92,-1.43,0.0
2011-06-30,-1.74,0.06,-0.2,2.27,-1.42,0.0
2011-07-31,-2.35,-1.11,-0.91,2.68,-1.73,0.0
2011-08-31,-5.96,-3.09,-2.43,3.41,-0.26,0.01
2011-09-30,-7.57,-3.49,-1.53,1.99,0.15,0.0
2011-10-31,11.34,3.25,0.06,-2.25,-0.73,0.0
2011-11-30,-0.27,-0.3,-0.52,1.94,1.44,0.0
2011-12-31,0.75,-0.29,1.54,1.06,2.47,0.0
2012-01-31,5.05,2.02,-0.93,-2.06,-1.48,0.0
2012-02-29,4.4,-1.67,0.42,-0.36,-0.08,0.0
2012-03-31,3.11,-0.48,1.19,-0.61,0.7,0.0
2012-04-30,-0.84,-0.5,-0.77,1.3,0.66,0.0
2012-05-31,-6.17,-0.08,-0.95,2.03,2.36,0.01
2012-06-30,3.9,0.89,0.55,-1.06,0.45,0.0
2012-07-31,0.79,-2.81,-0.06,1.04,0.01,0.0
2012-08-31,2.54,0.44,1.23,-1.5,-0.86,0.01
2012-09-30,2.73,0.57,1.62,-1.3,1.56,0.01
2012-10-31,-1.76,-0.83,3.52,-1.4,2.52,0.01
2012-11-30,0.78,0.4,-0.86,0.38,0.81,0.01
2012-12-31,1.18,1.92,3.48,-1.72,0.8,0.01
2013-01-31,5.57,0.42,1.01,-2.01,1.52,0.0
2013-02-28,1.29,-0.25,0.21,-0.59,0.61,0.0
2013-03-31,4.03,0.88,-0.22,0.27,1.41,0.0
2013-04-30,1.56,-2.24,0.44,0.39,0.43,0.0
2013-05-31,2.81,2.04,2.67,-2.0,-0.95,0.0
2013-06-30,-1.2,1.54,-0.05,-0.28,-0.06,0.0
2013-07-31,5.65,1.75,0.58,-1.35,0.57,0.0
2013-08-31,-2.71,-0.03,-2.73,0.71,-2.17,0.0
2013-09-30,3.77,2.65,-1.18,-0.54,-1.32,0.0
2013-10-31,4.17,-1.5,1.22,2.75,0.89,0.0
2013-11-30,3.12,1.44,0.19,0.26,0.06,0.0
2013-12-31,2.8,-0.44,0.0,-0.58,0.08,0.0
2014-01-31,-3.3,0.6,-1.99,-3.91,-1.54,0.0
2014-02-28,4.68,0.13,-0.35,-0.25,-0.54,0.0
2014-03-31,0.41,-1.13,4.9,2.02,1.92,0.0
2014-04-30,-0.19,-4.07,1.22,3.4,0.93,0.0
2014-05-31,2.04,-1.86,-0.1,-0.09,-0.96,0.0
2014-06-30,2.61,3.06,-0.71,-1.83,-1.91,0.0
2014-07-31,-2.03,-4.2,-0.08,0.93,0.51,0.0
2014-08-31,4.24,0.29,-0.57,-0.64,-0.69,0.0
2014-09-30,-1.96,-3.66,-1.47,1.2,-0.59,0.0
2014-10-31,2.51,3.66,-1.63,-0.39,0.21,0.0
2014-11-30,2.56,-2.3,-3.13,1.57,0.14,0.0
2014-12-31,-0.05,2.83,2.12,-1.21,0.9,0.0
2015-01-31,-3.09,-0.93,-3.45,1.58,-1.64,0.0
2015-02-28,6.14,0.36,-1.79,-1.1,-1.75,0.0
2015-03-31,-1.09,3.08,-0.38,0.07,-0.62,0.0
2015-04-30,0.6,-3.01,1.8,0.05,-0.62,0.0
2015-05-31,1.38,0.82,-1.11,-1.76,-0.83,0.0
2015-06-30,-1.54,2.9,-0.82,0.35,-1.54,0.0
2015-07-31,1.57,-4.58,-4.16,0.31,-2.44,0.0
2015-08-31,-6.02,0.29,2.75,0.66,1.29,0.0
2015-09-30,-3.06,-2.8,0.55,1.8,-0.59,0.0
2015-10-31,7.75,-2.06,-0.47,0.95,0.61,0.0
2015-11-30,0.57,3.3,-0.43,-2.65,-1.06,0.0
2015-12-31,-2.15,-2.95,-2.57,0.34,0.12,0.01
2016-01-31,-5.74,-3.44,2.08,2.78,3.05,0.01
2016-02-29,-0.07,0.87,-0.61,3.31,1.94,0.02
2016-03-31,6.95,1.0,1.22,0.68,0.01,0.02
2016-04-30,0.91,1.23,3.22,-2.85,1.77,0.01
2016-05-31,1.78,-0.62,-1.62,-1.1,-2.54,0.01
2016-06-30,-0.03,0.42,-1.49,1.45,1.9,0.02
2016-07-31,3.94,2.47,-1.24,1.31,-1.16,0.02
2016-08-31,0.49,1.66,3.17,-1.85,-0.36,0.02
2016-09-30,0.27,1.81,-1.19,-2.18,0.03,0.02
2016-10-31,-2.01,-4.02,4.11,0.99,0.25,0.02
2016-11-30,4.85,6.96,8.29,-0.24,3.71,0.01
2016-12-31,1.81,0.44,3.47,1.24,-0.32,0.03
2017-01-31,1.94,-1.44,-2.76,-0.51,-1.06,0.04
2017-02-28,3.55,-2.3,-1.5,0.45,-1.8,0.04
2017-03-31,0.17,0.75,-3.33,0.63,-0.95,0.03
2017-04-30,1.08,0.41,-2.05,1.79,-1.6,0.05
2017-05-31,1.07,-2.99,-3.82,0.99,-1.66,0.06
2017-06-30,0.78,2.52,1.5,-2.26,0.04,0.06
2017-07-31,1.88,-1.64,-0.23,-0.75,-0.15,0.07
2017-08-31,0.18,-1.83,-2.13,0.2,-2.38,0.09
2017-09-30,2.49,4.76,3.15,-1.54,1.63,0.09
2017-10-31,2.25,-1.91,0.13,0.92,-3.14,0.09
2017-11-30,3.12,-0.38,-0.09,3.19,-0.1,0.08
2017-12-31,1.06,-1.05,0.05,0.73,1.79,0.09
2018-01-31,5.58,-3.21,-1.32,-0.75,-1.05,0.11
2018-02-28,-3.64,0.34,-1.1,0.53,-2.36,0.11
2018-03-31,-2.35,3.61,-0.21,-0.41,0.08,0.12
2018-04-30,0.29,0.89,0.53,-2.42,1.24,0.14
2018-05-31,2.63,4.71,-3.14,-1.98,-1.49,0.14
2018-06-30,0.49,0.77,-2.33,0.83,0.2,0.14
2018-07-31,3.2,-1.93,0.49,1.53,0.31,0.16
2018-08-31,3.46,0.65,-3.91,-0.29,-2.57,0.16
2018-09-30,0.06,-2.49,-1.62,0.65,1.36,0.15
2018-10-31,-7.64,-4.38,3.38,1.03,3.6,0.19
2018-11-30,1.71,-0.81,0.36,-0.61,0.4,0.18
2018-12-31,-9.55,-2.81,-1.92,-0.03,0.24,0.19
2019-01-31,8.36,2.91,-0.39,-0.73,-1.65,0.21
2019-02-28,3.42,1.72,-2.66,0.16,-1.54,0.18
2019-03-31,1.1,-3.52,-4.14,0.88,-0.9,0.19
2019-04-30,3.97,-1.15,2.13,1.61,-2.18,0.21
2019-05-31,-6.92,-1.56,-2.45,-0.48,1.76,0.21
2019-06-30,6.99,0.19,-0.64,0.45,-0.55,0.18
2019-07-31,1.22,-1.82,0.5,-0.13,0.37,0.19
2019-08-31,-2.55,-3.25,-4.77,0.53,-0.62,0.16
2019-09-30,1.42,0.29,6.76,1.82,3.38,0.18
2019-10-31,2.07,0.25,-1.92,0.43,-1.03,0.15
2019-11-30,3.87,0.39,-2.0,-1.64,-1.14,0.12
2019-12-31,2.76,0.99,1.73,0.05,1.19,0.14
2020-01-31,-0.09,-4.37,-6.22,-1.19,-2.19,0.13
2020-02-29,-8.15,0.08,-3.82,-1.43,-2.53,0.12
2020-03-31,-13.35,-8.18,-13.83,-1.61,1.19,0.12
2020-04-30,13.58,2.57,-1.34,2.76,-1.02,0.0
2020-05-31,5.59,1.92,-5.0,0.96,-3.16,0.01
2020-06-30,2.44,1.95,-2.17,0.14,0.55,0.01
2020-07-31,5.83,-3.19,-1.44,0.38,0.97,0.01
2020-08-31,7.62,-0.89,-3.02,4.27,-1.51,0.01
2020-09-30,-3.64,-0.01,-2.72,-1.38,-1.93,0.01
2020-10-31,-2.08,4.67,4.25,-0.77,-0.57,0.01
2020-11-30,12.44,7.12,2.09,-2.25,1.28,0.01
2020-12-31,4.63,4.93,-1.68,-1.97,-0.06,0.01
2021-01-31,-0.07,6.81,3.22,-3.65,4.97,0.0
2021-02-28,2.81,4.5,7.2,0.33,-1.99,0.0
2021-03-31,3.16,-0.84,7.35,6.35,3.52,0.0
2021-04-30,4.97,-3.16,-1.02,2.43,-2.72,0.0
2021-05-31,0.29,1.27,7.04,2.34,3.01,0.0
2021-06-30,2.73,-0.3,-7.86,-2.14,-0.93,0.0
2021-07-31,1.34,-4.55,-1.79,5.5,-0.59,0.0
2021-08-31,2.95,-0.66,-0.23,-0.26,-1.72,0.0
2021-09-30,-4.4,1.12,5.12,-1.92,2.0,0.0
2021-10-31,6.63,-2.7,-0.53,1.71,-1.54,0.0
2021-11-30,-1.58,-1.7,-0.37,7.19,1.7,0.0
2021-12-31,3.24,-0.78,3.25,4.88,4.29,0.01
2022-01-31,-6.15,-4.01,12.86,0.77,7.73,0.0
2022-02-28,-2.28,2.86,3.06,-2.03,3.03,0.0
2022-03-31,3.08,-2.11,-1.9,-1.5,3.21,0.0
2022-04-30,-9.41,-0.35,6.18,3.41,5.92,0.0
2022-05-31,-0.33,-0.03,8.44,1.55,3.95,0.03
2022-06-30,-8.4,1.33,-6.0,1.76,-4.58,0.06
2022-07-31,9.57,1.78,-4.15,0.77,-6.85,0.08
2022-08-31,-3.77,1.48,0.18,-4.74,1.32,0.19
2022-09-30,-9.34,-0.98,0.03,-1.33,-0.77,0.19
2022-10-31,7.86,1.81,7.97,3.27,6.43,0.23
2022-11-30,4.69,-2.75,1.48,6.29,3.15,0.29
2022-12-31,-6.38,-0.2,1.34,0.34,4.28,0.33
2023-01-31,6.6,4.4,-3.94,-2.44,-4.43,0.35
2023-02-28,-2.57,0.57,-0.8,0.99,-1.51,0.34
2023-03-31,2.49,-6.89,-9.05,2.27,-2.1,0.36
2023-04-30,0.63,-2.57,-0.12,2.41,2.85,0.35
2023-05-31,0.33,-0.43,-7.79,-1.78,-7.08,0.36
2023-06-30,6.46,1.28,-0.13,2.31,-1.54,0.4
2023-07-31,3.21,2.94,4.02,-0.58,0.7,0.45
2023-08-31,-2.36,-3.56,-1.29,3.26,-2.3,0.45
2023-09-30,-5.23,-1.74,1.47,1.87,-0.75,0.43
2023-10-31,-3.15,-4.02,0.21,2.43,-0.72,0.47
2023-11-30,8.88,-0.23,1.78,-3.66,-1.15,0.44
2023-12-31,4.85,7.24,4.94,-2.93,1.21,0.43
2024-01-31,0.73,-5.7,-2.36,0.68,-0.94,0.47
2024-02-29,5.07,-0.81,-3.47,-2.04,-2.24,0.42
2024-03-31,2.84,-1.19,4.14,1.31,1.18,0.43
2024-04-30,-4.65,-2.59,-0.5,1.1,-0.34,0.47
2024-05-31,4.32,0.59,-1.35,3.2,-2.97,0.44
2024-06-30,2.8,-4.33,-3.31,0.58,-1.8,0.41
2024-07-31,1.22,8.33,5.6,0.26,0.27,0.45
2024-08-31,1.61,-3.57,-1.1,0.75,0.79,0.48
2024-09-30,1.73,-0.9,-2.77,0.19,-0.25,0.4
2024-10-31,-1.0,-0.86,0.89,-1.49,1.02,0.39
2024-11-30,6.49,4.65,0.29,-2.27,-1.93,0.4
2024-12-31,-3.16,-3.82,-2.98,1.88,-1.2,0.37
